"table","file","size_bytes","status","started_at","ended_at","exit_code","duration_seconds","message"
"staging_regciv","regciv.dbf",1334923465,"ok","2026-07-18T20:51:34.7693786-03:00","2026-07-18T21:07:51.7903092-03:00",0,977,""
